Date,N1,N2,N3,N4,N5,E1,E2,Winner,Gain,estGagnant
2014-02-14,26,22,29,30,36,11,2,0,25543227,False
2014-02-14,19,39,4,2,6,2,7,1,25543227,True
2014-02-14,27,14,32,49,24,6,11,0,25543227,False
2014-02-18,39,24,35,36,38,2,8,0,15000000,False
2014-02-18,24,42,27,4,14,4,7,0,15000000,False
2014-02-18,36,37,26,23,49,6,7,0,15000000,True
2014-02-18,2,4,8,47,17,6,11,0,15000000,False
2014-02-18,16,8,37,18,25,2,6,0,15000000,False
2014-02-21,48,19,15,4,11,11,4,0,24964477,False
2014-02-21,28,13,17,30,32,5,7,0,24964477,True
2014-02-21,12,23,46,5,10,4,1,0,24964477,False
2014-02-21,25,49,30,2,8,6,11,0,24964477,False
2014-02-21,17,7,4,29,13,4,9,0,24964477,False
2014-02-25,30,27,23,2,12,4,5,0,31885464,False
2014-02-25,39,29,25,6,28,1,7,0,31885464,False
2014-02-25,34,23,5,38,46,10,5,0,31885464,False
2014-02-25,5,28,27,9,38,6,11,0,31885464,False
2014-02-25,42,21,25,28,35,6,4,0,31885464,True
2014-02-28,38,44,32,12,43,2,7,1,42517715,True
2014-02-28,13,21,39,38,47,6,5,0,42517715,False
2014-02-28,25,41,48,44,29,2,11,0,42517715,False
2014-02-28,1,28,8,17,7,10,1,0,42517715,False
2014-02-28,33,36,17,16,27,9,4,0,42517715,False
2014-03-01,46,31,13,26,40,3,5,0,116122939,False
2014-03-01,41,1,17,10,11,1,5,0,116122939,False
2014-03-01,48,34,38,36,10,5,10,0,116122939,False
2014-03-01,24,25,11,37,13,5,7,0,116122939,False
2014-03-01,3,44,27,38,31,3,8,0,116122939,True
2014-03-06,17,8,12,24,31,6,4,0,88945682,False
2014-03-06,29,40,14,43,27,9,2,0,88945682,False
2014-03-06,17,25,8,39,43,7,1,0,88945682,False
2014-03-06,37,39,4,8,26,10,6,0,88945682,False
2014-03-06,2,39,32,15,44,5,10,0,88945682,True
2014-03-10,13,23,50,48,4,10,5,0,100000000,True
2014-03-10,46,13,42,28,16,9,8,0,100000000,False
2014-03-10,23,36,31,39,18,1,10,0,100000000,False
2014-03-10,15,11,41,22,33,2,5,0,100000000,False
2014-03-10,38,19,46,15,31,11,7,0,100000000,False
2014-03-14,44,47,35,9,4,4,2,0,129384564,False
2014-03-14,43,8,30,37,34,1,6,0,129384564,False
2014-03-14,42,10,27,21,47,7,1,0,129384564,False
2014-03-14,15,37,5,19,22,9,7,0,129384564,False
2014-03-14,30,24,6,27,25,9,5,1,129384564,True
2014-03-18,27,36,34,8,39,5,10,0,15000000,True
2014-03-18,22,42,49,14,20,9,11,0,15000000,False
2014-03-18,28,35,48,16,23,5,11,0,15000000,False
2014-03-18,46,10,25,24,6,4,3,0,15000000,False
2014-03-18,24,19,5,12,40,8,5,0,15000000,False
2014-03-21,37,7,39,30,42,7,5,1,25493153,True
2014-03-21,29,14,15,35,28,4,3,0,25493153,False
2014-03-21,3,40,49,23,37,5,1,0,25493153,False
2014-03-21,22,20,32,35,43,10,9,0,25493153,False
2014-03-21,2,26,28,48,10,6,11,0,25493153,False
2014-03-25,28,50,26,7,20,8,2,0,15000000,True
2014-03-25,15,7,23,36,14,3,4,0,15000000,False
2014-03-25,29,25,27,39,8,4,6,0,15000000,False
2014-03-25,30,16,43,27,14,2,7,0,15000000,False
2014-03-25,11,3,44,32,25,4,6,0,15000000,False
2014-03-28,32,18,24,19,30,10,9,0,25329483,False
2014-03-28,22,2,8,25,30,11,1,0,25329483,False
2014-03-28,48,35,44,16,27,2,9,0,25329483,False
2014-03-28,3,43,19,28,4,3,7,1,25329483,True
2014-03-28,19,49,25,4,44,7,8,0,25329483,False
2014-04-02,8,40,30,15,39,1,9,0,15000000,False
2014-04-02,23,19,49,17,28,9,11,0,15000000,False
2014-04-02,45,12,23,11,46,7,4,0,15000000,False
2014-04-02,1,11,5,12,21,5,9,0,15000000,False
2014-04-02,37,1,33,21,38,8,4,0,15000000,True
2014-04-03,35,2,17,24,32,2,6,0,15000000,False
2014-04-03,12,35,38,48,34,4,6,0,15000000,False
2014-04-03,49,13,15,30,37,11,5,0,15000000,False
2014-04-03,22,15,46,35,7,5,1,0,15000000,False
2014-04-03,3,22,5,27,44,6,1,0,15000000,True
2014-04-04,43,7,22,45,25,9,7,0,15000000,False
2014-04-04,34,35,8,33,27,4,1,0,15000000,False
2014-04-04,50,45,28,6,10,10,11,0,15000000,True
2014-04-04,17,20,5,33,3,9,4,0,15000000,False
2014-04-04,6,27,14,19,20,10,5,0,15000000,False
2014-04-07,47,18,43,39,4,6,2,0,42031147,True
2014-04-07,4,42,15,24,26,2,8,0,42031147,False
2014-04-07,39,45,41,4,48,10,1,0,42031147,False
2014-04-07,44,3,16,49,2,11,8,0,42031147,False
2014-04-07,49,9,4,22,40,10,1,0,42031147,False
2014-04-11,1,13,6,26,17,3,5,0,22206694,True
2014-04-11,22,20,38,31,7,8,11,0,22206694,False
2014-04-11,34,30,17,2,31,2,9,0,22206694,False
2014-04-11,40,23,1,4,13,1,5,0,22206694,False
2014-04-11,43,6,49,18,4,8,1,0,22206694,False
2014-04-15,14,50,47,26,3,7,11,0,39469425,True
2014-04-15,14,41,45,16,7,9,7,0,39469425,False
2014-04-15,18,2,33,27,20,9,7,0,39469425,False
2014-04-15,18,33,46,3,9,11,7,0,39469425,False
2014-04-15,26,45,44,46,30,5,11,0,39469425,False
2014-04-18,37,2,40,44,36,9,6,0,49741996,False
2014-04-18,21,47,31,39,24,3,7,0,49741996,True
2014-04-18,27,7,2,15,41,2,8,0,49741996,False
2014-04-18,8,5,36,44,7,9,5,0,49741996,False
2014-04-18,25,37,18,48,32,2,6,0,49741996,False
2014-04-22,15,6,20,2,5,2,4,0,56813879,False
2014-04-22,46,4,37,7,38,9,10,0,56813879,False
2014-04-22,31,23,48,13,7,8,2,0,56813879,False
2014-04-22,49,18,24,31,3,1,7,0,56813879,False
2014-04-22,20,46,15,24,13,8,1,0,56813879,True
2014-04-25,30,44,33,32,49,7,5,0,67951355,False
2014-04-25,2,1,12,6,49,7,10,0,67951355,False
2014-04-25,9,37,28,12,10,8,10,0,67951355,False
2014-04-25,13,49,44,21,24,9,1,0,67951355,True
2014-04-25,5,31,44,18,19,11,4,0,67951355,False
2014-04-29,35,26,18,23,44,3,11,0,76616042,True
2014-04-29,37,7,26,30,28,9,8,0,76616042,False
2014-04-29,24,26,34,37,29,2,6,0,76616042,False
2014-04-29,43,8,32,31,15,9,1,0,76616042,False
2014-04-29,13,49,46,7,17,4,1,0,76616042,False
2014-05-08,42,4,21,26,41,4,8,0,21466842,False
2014-05-08,5,21,42,7,19,11,5,0,21466842,True
2014-05-08,49,20,24,48,22,11,2,0,21466842,False
2014-05-08,43,10,39,1,16,4,1,0,21466842,False
2014-05-08,26,20,8,1,12,6,7,0,21466842,False
2014-05-09,32,8,37,26,5,8,6,0,47592168,False
2014-05-09,22,38,31,35,41,7,5,0,47592168,False
2014-05-09,18,50,23,46,1,9,3,0,47592168,True
2014-05-09,33,18,44,16,37,7,8,0,47592168,False
2014-05-09,19,11,37,27,33,6,7,0,47592168,False
2014-05-12,3,48,25,23,19,9,3,0,15000000,False
2014-05-12,9,25,48,43,31,11,7,0,15000000,False
2014-05-12,19,35,38,4,34,11,6,0,15000000,False
2014-05-12,4,7,38,9,13,5,2,0,15000000,False
2014-05-12,5,8,48,47,37,3,2,0,15000000,True
2014-05-13,46,36,30,13,38,3,2,0,31594762,False
2014-05-13,44,6,13,3,36,9,4,0,31594762,False
2014-05-13,47,34,13,30,4,6,2,0,31594762,True
2014-05-13,41,33,31,26,11,9,3,0,31594762,False
2014-05-13,38,46,7,19,30,9,7,0,31594762,False
2014-05-16,34,14,25,46,39,2,10,0,41696345,False
2014-05-16,13,23,16,37,25,3,7,0,41696345,False
2014-05-16,28,48,44,41,2,1,9,0,41696345,False
2014-05-16,26,23,37,29,40,4,3,0,41696345,True
2014-05-16,30,46,13,11,29,5,11,0,41696345,False
2014-05-20,38,5,36,33,47,4,9,0,48745949,True
2014-05-20,9,29,37,30,35,5,2,0,48745949,False
2014-05-20,26,37,42,16,1,2,8,0,48745949,False
2014-05-20,49,44,41,4,19,3,9,0,48745949,False
2014-05-20,41,21,10,15,4,6,4,0,48745949,False
2014-05-23,31,3,47,8,34,11,9,0,59346874,True
2014-05-23,17,26,14,24,47,2,3,0,59346874,False
2014-05-23,2,32,47,36,31,5,4,0,59346874,False
2014-05-23,17,47,30,5,12,11,5,0,59346874,False
2014-05-23,42,13,40,19,14,1,2,0,59346874,False
2014-05-27,47,37,18,6,9,9,2,0,67034874,False
2014-05-27,13,46,42,30,22,4,9,0,67034874,False
2014-05-27,17,4,22,28,47,5,2,0,67034874,False
2014-05-27,15,33,21,26,45,6,1,0,67034874,False
2014-05-27,16,13,26,25,7,1,6,0,67034874,True
2014-05-30,27,41,24,45,5,7,6,0,78898283,True
2014-05-30,30,9,37,20,39,4,9,0,78898283,False
2014-05-30,23,4,37,1,17,5,2,0,78898283,False
2014-05-30,7,29,34,49,32,5,4,0,78898283,False
2014-05-30,40,31,45,19,16,3,7,0,78898283,False
2014-06-05,20,39,4,30,31,5,8,0,15000000,False
2014-06-05,31,43,38,19,7,6,3,0,15000000,False
2014-06-05,3,1,13,24,38,3,1,0,15000000,False
2014-06-05,39,38,11,9,44,11,7,0,15000000,False
2014-06-05,37,5,19,31,24,9,1,0,15000000,True
2014-06-06,36,21,37,46,17,11,9,0,106876333,False
2014-06-06,25,9,35,30,18,1,10,0,106876333,False
2014-06-06,14,10,8,19,21,11,5,0,106876333,False
2014-06-06,34,40,25,7,49,9,11,0,106876333,True
2014-06-06,33,12,43,38,22,1,9,0,106876333,False
2014-06-13,16,22,28,46,18,11,9,1,137313501,True
2014-06-13,47,24,13,23,34,4,6,0,137313501,False
2014-06-13,30,1,38,43,21,4,1,0,137313501,False
2014-06-13,13,6,39,16,22,5,9,0,137313501,False
2014-06-13,37,20,22,48,33,11,4,0,137313501,False
2014-06-17,44,43,26,42,48,7,10,0,15000000,False
2014-06-17,48,13,37,40,11,8,9,0,15000000,True
2014-06-17,44,19,15,23,14,5,2,0,15000000,False
2014-06-17,32,16,36,27,15,10,2,0,15000000,False
2014-06-17,19,39,6,16,26,10,3,0,15000000,False
2014-06-20,30,24,37,34,35,3,1,0,24974879,False
2014-06-20,5,38,49,15,25,1,2,1,24974879,True
2014-06-20,11,8,32,30,35,3,9,0,24974879,False
2014-06-20,24,10,32,43,37,4,7,0,24974879,False
2014-06-20,7,14,36,17,41,9,6,0,24974879,False
2014-06-24,34,10,36,7,13,11,10,0,15000000,False
2014-06-24,44,9,27,16,18,8,7,0,15000000,False
2014-06-24,44,2,7,6,4,11,9,0,15000000,False
2014-06-24,8,28,16,6,9,2,6,0,15000000,False
2014-06-24,20,1,7,21,48,4,7,0,15000000,True
2014-06-27,39,34,45,33,31,2,10,0,24831312,True
2014-06-27,5,26,13,7,29,2,3,0,24831312,False
2014-06-27,24,47,8,11,43,9,2,0,24831312,False
2014-06-27,45,14,44,24,46,9,6,0,24831312,False
2014-06-27,8,32,4,44,5,1,7,0,24831312,False
2014-07-01,33,36,23,43,29,4,5,0,130277772,False
2014-07-01,12,24,3,48,34,1,9,0,130277772,False
2014-07-01,3,29,36,34,48,5,3,0,130277772,False
2014-07-01,2,45,20,27,33,6,10,2,130277772,True
2014-07-01,45,9,10,26,5,6,1,0,130277772,False
2014-07-02,17,19,47,3,46,9,10,1,25315477,True
2014-07-02,25,10,36,29,3,3,5,0,25315477,False
2014-07-02,7,22,1,15,17,6,3,0,25315477,False
2014-07-02,40,32,41,3,28,11,1,0,25315477,False
2014-07-02,13,11,42,21,22,9,4,0,25315477,False
2014-07-03,8,33,36,29,23,2,4,0,100000000,False
2014-07-03,27,2,41,7,4,5,9,0,100000000,False
2014-07-03,18,5,47,29,2,5,7,0,100000000,False
2014-07-03,38,10,40,5,41,1,8,0,100000000,True
2014-07-03,20,27,22,31,19,7,1,0,100000000,False
2014-07-10,13,36,27,2,26,11,2,0,112118982,False
2014-07-10,28,12,36,40,2,11,9,0,112118982,False
2014-07-10,18,30,45,36,14,1,2,0,112118982,False
2014-07-10,38,30,21,9,28,8,1,0,112118982,True
2014-07-10,39,36,30,22,34,10,9,0,112118982,False
2014-07-11,12,47,2,39,1,8,10,0,33012470,False
2014-07-11,32,13,38,46,25,10,1,2,33012470,True
2014-07-11,23,35,36,9,44,6,7,0,33012470,False
2014-07-11,44,20,39,31,19,4,8,0,33012470,False
2014-07-11,46,25,4,32,5,2,4,0,33012470,False
2014-07-15,18,27,15,34,20,1,3,1,67902166,True
2014-07-15,14,5,47,27,35,8,7,0,67902166,False
2014-07-15,34,30,40,37,41,11,8,0,67902166,False
2014-07-15,23,26,24,41,34,6,10,0,67902166,False
2014-07-15,30,7,43,25,31,5,11,0,67902166,False
2014-07-18,43,26,5,27,39,7,3,0,15000000,False
2014-07-18,32,31,41,17,4,7,3,0,15000000,False
2014-07-18,1,41,43,11,29,3,11,0,15000000,True
2014-07-18,30,7,43,31,38,2,7,0,15000000,False
2014-07-18,15,14,28,23,9,9,8,0,15000000,False
2014-07-22,40,29,33,21,37,4,6,0,21405298,False
2014-07-22,16,37,22,28,32,4,9,0,21405298,False
2014-07-22,44,34,32,20,47,4,1,0,21405298,False
2014-07-22,1,43,50,45,24,5,8,0,21405298,True
2014-07-22,20,39,37,40,43,7,9,0,21405298,False
2014-07-25,4,9,20,15,14,1,9,0,30819744,False
2014-07-25,42,41,25,16,44,5,3,0,30819744,False
2014-07-25,33,26,6,16,17,10,4,0,30819744,False
2014-07-25,10,24,9,12,43,5,9,0,30819744,True
2014-07-25,49,17,42,37,8,6,11,0,30819744,False
2014-07-29,40,20,38,14,17,8,9,0,37632166,False
2014-07-29,40,23,35,10,43,9,3,1,37632166,True
2014-07-29,47,8,24,34,36,5,1,0,37632166,False
2014-07-29,44,37,40,21,23,1,7,0,37632166,False
2014-07-29,41,36,2,37,39,11,8,0,37632166,False
2014-08-04,10,41,37,45,49,5,8,0,21651231,False
2014-08-04,3,29,31,12,25,9,11,0,21651231,False
2014-08-04,36,28,23,34,21,4,11,0,21651231,False
2014-08-04,44,45,6,38,30,3,11,0,21651231,False
2014-08-04,42,11,29,18,49,11,4,0,21651231,True
2014-08-07,49,48,46,9,14,11,3,0,49306200,False
2014-08-07,24,18,22,8,27,11,4,0,49306200,True
2014-08-07,43,20,32,17,21,11,4,0,49306200,False
2014-08-07,49,20,15,9,30,4,2,0,49306200,False
2014-08-07,11,33,23,26,24,5,7,0,49306200,False
2014-08-08,16,24,21,45,27,5,3,0,30941693,False
2014-08-08,48,11,45,43,21,2,1,0,30941693,False
2014-08-08,4,31,9,34,20,8,5,0,30941693,False
2014-08-08,47,37,15,29,10,2,4,0,30941693,False
2014-08-08,29,21,35,46,43,1,9,0,30941693,True
2014-08-15,4,21,30,5,23,10,8,0,46954024,True
2014-08-15,42,11,45,1,5,3,5,0,46954024,False
2014-08-15,41,37,48,26,36,2,11,0,46954024,False
2014-08-15,36,43,31,27,17,11,5,0,46954024,False
2014-08-15,21,23,24,6,13,2,6,0,46954024,False
2014-08-19,48,18,2,16,29,7,4,0,54304297,False
2014-08-19,6,43,16,10,41,4,3,0,54304297,False
2014-08-19,33,29,18,31,13,4,10,0,54304297,False
2014-08-19,15,44,19,8,31,11,8,0,54304297,False
2014-08-19,11,34,47,4,7,7,8,1,54304297,True
2014-08-22,29,17,49,35,4,1,2,0,15000000,True
2014-08-22,32,33,6,43,29,9,7,0,15000000,False
2014-08-22,30,10,47,7,39,11,9,0,15000000,False
2014-08-22,49,34,2,29,43,10,8,0,15000000,False
2014-08-22,1,36,24,34,17,8,9,0,15000000,False
2014-08-26,46,33,20,22,10,9,7,0,21332468,False
2014-08-26,46,35,37,23,2,11,4,0,21332468,False
2014-08-26,31,28,3,37,40,5,2,0,21332468,False
2014-08-26,36,48,45,10,22,11,4,0,21332468,True
2014-08-26,15,42,32,30,26,9,5,0,21332468,False
2014-08-29,39,34,49,36,12,11,5,0,30847109,False
2014-08-29,10,16,15,7,19,7,9,0,30847109,False
2014-08-29,7,29,38,26,2,7,6,0,30847109,False
2014-08-29,5,10,17,8,39,4,6,0,30847109,False
2014-08-29,32,38,26,9,2,3,6,0,30847109,True
2014-09-05,28,4,11,16,8,9,4,0,24736691,False
2014-09-05,20,11,49,48,14,10,2,0,24736691,False
2014-09-05,17,44,5,48,3,7,3,0,24736691,False
2014-09-05,27,41,34,33,49,1,7,0,24736691,False
2014-09-05,45,28,3,26,21,10,7,0,24736691,True
2014-09-09,32,3,15,46,11,2,3,0,55073280,False
2014-09-09,11,25,3,41,49,8,11,0,55073280,False
2014-09-09,15,35,19,8,24,10,8,0,55073280,True
2014-09-09,31,23,8,46,18,2,9,0,55073280,False
2014-09-09,20,33,25,28,2,11,5,0,55073280,False
2014-09-12,34,19,26,40,2,2,10,0,21823076,False
2014-09-12,41,3,46,42,48,7,10,0,21823076,False
2014-09-12,26,49,4,23,34,11,1,0,21823076,False
2014-09-12,15,7,2,25,22,5,1,0,21823076,False
2014-09-12,31,1,3,42,46,11,4,0,21823076,True
2014-09-16,4,30,35,50,29,4,2,0,74610475,True
2014-09-16,33,4,35,47,20,6,2,0,74610475,False
2014-09-16,41,37,21,22,32,1,4,0,74610475,False
2014-09-16,24,31,4,12,21,4,7,0,74610475,False
2014-09-16,21,49,22,2,19,7,2,0,74610475,False
2014-09-19,26,38,11,27,40,2,9,0,86732923,False
2014-09-19,37,38,40,21,7,2,10,0,86732923,False
2014-09-19,6,34,8,38,48,9,3,1,86732923,True
2014-09-19,14,21,43,7,27,2,3,0,86732923,False
2014-09-19,25,28,18,40,7,5,8,0,86732923,False
2014-09-23,13,35,14,29,12,1,7,0,15000000,True
2014-09-23,21,47,35,39,5,9,7,0,15000000,False
2014-09-23,16,29,1,9,47,3,7,0,15000000,False
2014-09-23,28,35,4,45,39,5,10,0,15000000,False
2014-09-23,27,32,36,20,45,6,11,0,15000000,False
2014-09-26,46,35,47,13,27,1,2,0,25767850,True
2014-09-26,42,19,22,14,10,2,10,0,25767850,False
2014-09-26,15,37,9,2,1,4,11,0,25767850,False
2014-09-26,14,1,34,40,43,10,6,0,25767850,False
2014-09-26,43,16,25,46,8,9,4,0,25767850,False
2014-09-30,9,36,33,21,1,10,8,0,32929188,False
2014-09-30,8,21,1,32,30,6,10,0,32929188,False
2014-09-30,24,18,27,19,28,6,9,0,32929188,False
2014-09-30,24,21,11,48,28,5,10,0,32929188,False
2014-09-30,33,13,15,3,42,5,7,1,32929188,True
2014-10-01,16,19,38,35,33,2,1,0,15000000,False
2014-10-01,47,24,49,27,19,6,10,0,15000000,False
2014-10-01,4,18,12,10,16,3,4,0,15000000,False
2014-10-01,10,14,47,37,35,7,10,0,15000000,False
2014-10-01,1,27,2,11,29,10,1,0,15000000,True
2014-10-06,43,38,22,46,12,2,10,0,118626756,False
2014-10-06,43,26,41,23,29,10,5,0,118626756,False
2014-10-06,31,4,2,41,12,2,3,0,118626756,False
2014-10-06,47,21,12,29,3,9,5,0,118626756,False
2014-10-06,12,18,21,33,32,1,11,0,118626756,True
2014-10-10,29,42,47,45,6,9,10,0,129467190,True
2014-10-10,44,25,32,11,30,4,11,0,129467190,False
2014-10-10,40,13,10,19,17,2,7,0,129467190,False
2014-10-10,38,43,33,11,41,2,6,0,129467190,False
2014-10-10,10,35,22,34,31,9,2,0,129467190,False
2014-10-14,39,10,30,8,47,11,10,0,143635162,False
2014-10-14,38,33,12,10,20,5,8,0,143635162,False
2014-10-14,43,1,33,31,19,9,4,0,143635162,False
2014-10-14,42,47,32,29,39,10,4,0,143635162,False
2014-10-14,15,23,32,4,5,7,3,0,143635162,True
2014-10-17,10,21,2,28,6,10,4,0,164013958,False
2014-10-17,2,6,13,15,31,5,11,0,164013958,False
2014-10-17,2,40,28,46,14,7,1,0,164013958,False
2014-10-17,5,1,29,17,12,3,9,0,164013958,False
2014-10-17,49,13,48,1,40,8,10,0,164013958,True
2014-10-21,6,31,26,43,32,1,2,0,181778812,False
2014-10-21,40,33,27,20,21,3,10,0,181778812,True
2014-10-21,39,42,47,20,5,1,9,0,181778812,False
2014-10-21,10,34,2,1,11,7,2,0,181778812,False
2014-10-21,41,30,19,3,9,10,5,0,181778812,False
2014-10-24,5,49,30,19,48,1,6,0,190000000,False
2014-10-24,42,20,3,30,9,6,1,1,190000000,True
2014-10-24,33,44,30,28,37,10,5,0,190000000,False
2014-10-24,45,3,49,8,28,7,3,0,190000000,False
2014-10-24,39,38,32,8,47,5,10,0,190000000,False
2014-10-28,13,33,10,20,8,11,5,0,15000000,False
2014-10-28,30,38,24,49,14,8,10,0,15000000,False
2014-10-28,25,34,36,43,35,8,3,0,15000000,False
2014-10-28,22,38,13,12,49,2,10,0,15000000,False
2014-10-28,45,17,40,10,15,1,2,1,15000000,True
2014-10-31,6,1,49,42,5,4,2,0,15000000,False
2014-10-31,8,36,30,10,17,10,7,0,15000000,False
2014-10-31,41,1,12,20,19,3,8,0,15000000,False
2014-10-31,18,30,23,26,24,1,11,0,15000000,False
2014-10-31,10,41,13,20,33,9,3,0,15000000,True
2014-11-02,47,25,8,17,41,1,2,0,15000000,True
2014-11-02,43,13,44,1,37,10,5,0,15000000,False
2014-11-02,10,30,41,1,31,11,7,0,15000000,False
2014-11-02,30,41,19,37,17,11,8,0,15000000,False
2014-11-02,9,4,16,15,46,11,2,0,15000000,False
2014-11-03,1,4,44,33,23,8,7,0,112224513,True
2014-11-03,29,33,44,12,35,3,4,0,112224513,False
2014-11-03,15,28,45,3,17,4,10,0,112224513,False
2014-11-03,24,2,16,43,10,10,11,0,112224513,False
2014-11-03,45,13,21,47,2,1,5,0,112224513,False
2014-11-04,8,33,30,12,19,4,11,0,32404758,True
2014-11-04,42,16,36,10,7,6,1,0,32404758,False
2014-11-04,31,2,35,14,45,10,1,0,32404758,False
2014-11-04,40,18,15,25,28,1,6,0,32404758,False
2014-11-04,6,40,25,12,32,8,4,0,32404758,False
2014-11-07,14,27,8,42,24,7,11,0,60081769,False
2014-11-07,41,21,4,49,45,2,8,0,60081769,False
2014-11-07,12,34,5,45,8,1,2,0,60081769,False
2014-11-07,38,35,5,49,22,7,4,0,60081769,True
2014-11-07,6,35,21,28,27,9,3,0,60081769,False
2014-11-11,46,14,36,2,21,11,7,0,15000000,True
2014-11-11,38,42,41,39,29,7,4,0,15000000,False
2014-11-11,29,48,3,16,24,11,7,0,15000000,False
2014-11-11,42,38,24,43,12,2,10,0,15000000,False
2014-11-11,7,1,8,9,21,1,2,0,15000000,False
2014-11-14,16,2,10,48,9,1,11,0,25319129,False
2014-11-14,19,30,26,17,1,9,10,0,25319129,False
2014-11-14,37,4,46,15,24,5,2,0,25319129,False
2014-11-14,36,32,38,48,17,8,5,0,25319129,True
2014-11-14,5,7,28,23,36,7,1,0,25319129,False
2014-11-18,32,12,40,48,4,9,1,0,32415734,False
2014-11-18,49,15,24,30,23,11,2,0,32415734,False
2014-11-18,20,26,21,43,13,8,1,0,32415734,False
2014-11-18,34,45,17,7,3,11,3,0,32415734,False
2014-11-18,3,2,36,38,17,11,4,0,32415734,True
2014-11-21,39,13,29,18,3,11,4,0,43061336,False
2014-11-21,3,43,29,2,30,11,5,0,43061336,False
2014-11-21,19,30,31,9,25,8,6,0,43061336,False
2014-11-21,27,10,31,4,36,7,10,0,43061336,False
2014-11-21,28,32,7,37,4,5,10,0,43061336,True
2014-11-25,16,34,24,2,30,2,3,0,51208489,False
2014-11-25,15,21,18,34,3,1,11,0,51208489,False
2014-11-25,15,27,19,44,46,1,2,0,51208489,False
2014-11-25,18,48,8,17,39,4,6,0,51208489,False
2014-11-25,32,7,36,3,25,1,6,0,51208489,True
2014-11-28,48,28,39,2,47,11,8,0,64238836,False
2014-11-28,28,10,21,49,42,3,6,0,64238836,False
2014-11-28,10,23,6,41,15,10,4,0,64238836,True
2014-11-28,33,32,43,28,36,1,8,0,64238836,False
2014-11-28,11,38,27,33,6,8,10,0,64238836,False
2014-12-08,10,15,36,2,44,8,11,0,37783516,False
2014-12-08,1,31,49,44,32,9,1,0,37783516,False
2014-12-08,49,22,43,24,47,11,3,0,37783516,False
2014-12-08,44,7,41,15,18,7,3,0,37783516,False
2014-12-08,22,19,7,16,33,5,2,0,37783516,True
2014-12-09,37,46,2,43,14,10,7,0,66213888,False
2014-12-09,24,29,41,28,35,3,9,0,66213888,False
2014-12-09,32,1,24,34,5,11,9,0,66213888,False
2014-12-09,49,22,7,16,31,11,1,0,66213888,False
2014-12-09,31,9,33,26,13,7,11,0,66213888,True
2014-12-12,31,5,41,40,43,3,9,0,32170285,False
2014-12-12,48,22,13,45,16,1,4,0,32170285,False
2014-12-12,28,2,15,31,37,4,6,0,32170285,True
2014-12-12,33,46,31,11,17,5,1,0,32170285,False
2014-12-12,20,5,14,16,8,11,6,0,32170285,False
2014-12-16,29,25,43,2,36,8,3,0,39580687,False
2014-12-16,23,9,26,30,6,5,7,0,39580687,False
2014-12-16,34,26,14,39,5,3,8,0,39580687,False
2014-12-16,36,39,30,27,32,8,9,0,39580687,False
2014-12-16,13,7,3,25,12,5,8,1,39580687,True
2014-12-19,22,30,7,14,43,4,2,0,15000000,False
2014-12-19,32,20,10,27,36,9,4,0,15000000,False
2014-12-19,39,44,23,29,31,5,8,1,15000000,True
2014-12-19,43,25,30,32,2,2,4,0,15000000,False
2014-12-19,17,20,41,8,35,8,2,0,15000000,False
2014-12-23,11,32,46,26,15,2,6,0,15000000,False
2014-12-23,25,32,20,21,13,6,7,0,15000000,False
2014-12-23,20,16,7,30,19,1,5,0,15000000,False
2014-12-23,9,40,12,18,49,3,6,0,15000000,False
2014-12-23,49,25,9,19,8,10,2,0,15000000,True
2014-12-26,16,2,17,3,38,3,10,0,25234535,False
2014-12-26,26,45,27,49,17,2,3,1,25234535,True
2014-12-26,5,20,42,40,38,6,5,0,25234535,False
2014-12-26,10,47,23,8,5,6,1,0,25234535,False
2014-12-26,32,15,8,36,20,4,1,0,25234535,False
2014-12-30,9,5,17,35,40,6,11,0,15000000,False
2014-12-30,14,15,21,39,13,8,11,0,15000000,False
2014-12-30,6,18,39,50,44,11,8,1,15000000,True
2014-12-30,42,40,10,48,14,7,2,0,15000000,False
2014-12-30,14,44,42,26,46,4,10,0,15000000,False
2015-01-05,19,26,20,25,3,6,10,0,23963701,True
2015-01-05,6,38,3,11,49,10,7,0,23963701,False
2015-01-05,2,43,24,17,7,9,5,0,23963701,False
2015-01-05,15,3,28,10,43,8,6,0,23963701,False
2015-01-05,43,19,31,6,8,8,5,0,23963701,False
2015-01-09,6,27,45,19,21,8,1,0,15000000,True
2015-01-09,26,23,49,25,44,6,7,0,15000000,False
2015-01-09,25,9,3,37,20,3,5,0,15000000,False
2015-01-09,7,33,25,44,31,7,6,0,15000000,False
2015-01-09,2,6,33,41,42,9,2,0,15000000,False
2015-01-12,38,44,35,14,5,4,7,0,33518353,False
2015-01-12,19,31,43,1,4,1,9,0,33518353,False
2015-01-12,19,6,38,45,20,4,7,0,33518353,False
2015-01-12,31,42,44,18,48,8,2,0,33518353,False
2015-01-12,35,15,45,25,2,10,8,0,33518353,True
2015-01-13,34,31,21,8,17,10,9,0,15000000,True
2015-01-13,8,47,37,2,42,1,3,0,15000000,False
2015-01-13,29,27,48,3,20,4,10,0,15000000,False
2015-01-13,31,15,2,34,19,10,1,0,15000000,False
2015-01-13,24,6,17,23,40,8,1,0,15000000,False
2015-01-16,34,32,29,30,46,6,3,0,25492644,True
2015-01-16,4,42,27,49,7,3,5,0,25492644,False
2015-01-16,30,31,11,34,9,4,1,0,25492644,False
